school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,15,U,GT3,A,4,1,teacher,health,other,other,1,4,2,no,no,yes,no,yes,yes,yes,no,2,5,2,4,3,1,13,13,11,13
MS,F,18,R,LE3,T,1,1,services,teacher,course,mother,4,3,3,yes,yes,yes,yes,no,no,yes,yes,3,2,3,5,5,1,5,20,20,20
GP,F,21,R,GT3,T,1,3,teacher,teacher,other,other,2,4,0,no,yes,yes,no,yes,yes,no,yes,1,3,2,3,5,3,0,12,12,13
GP,M,21,U,GT3,A,3,0,other,services,other,father,1,2,4,yes,yes,yes,no,yes,no,no,no,3,1,2,2,2,1,16,2,1,1
MS,F,15,U,LE3,A,2,1,health,services,other,mother,3,4,3,yes,no,no,no,no,yes,yes,no,2,3,1,1,5,2,17,5,3,5
MS,M,22,U,LE3,A,4,0,services,at_home,home,mother,3,1,3,yes,yes,yes,no,no,no,yes,yes,5,2,1,3,3,4,29,1,4,3
GP,M,18,U,LE3,T,0,0,health,services,course,father,3,3,3,yes,no,yes,no,no,yes,no,no,4,1,2,4,1,5,6,5,8,6
GP,M,22,R,GT3,A,1,0,teacher,other,home,other,2,3,1,no,no,no,no,yes,no,yes,no,5,5,5,2,4,2,27,2,1,0
GP,F,16,U,LE3,A,2,0,services,at_home,home,mother,3,1,0,yes,yes,yes,yes,yes,yes,no,no,3,2,1,5,3,3,10,13,11,14
GP,F,22,U,GT3,T,3,2,at_home,services,course,other,1,2,2,yes,yes,yes,no,yes,yes,no,yes,1,1,5,4,5,5,3,20,20,17
GP,F,16,U,LE3,A,0,0,at_home,other,home,mother,1,3,1,no,no,yes,no,no,no,no,no,4,4,5,1,3,2,2,2,0,0
MS,F,22,U,GT3,A,4,4,services,teacher,course,other,4,3,4,yes,no,no,no,yes,yes,yes,yes,1,5,4,2,3,2,17,8,6,3
MS,M,17,R,LE3,A,2,0,other,teacher,reputation,other,2,2,1,no,no,no,yes,no,yes,no,yes,4,2,5,1,3,2,21,15,17,18
MS,F,20,R,GT3,T,0,0,at_home,teacher,reputation,mother,2,1,4,no,no,yes,yes,no,yes,yes,no,3,3,3,1,5,5,28,12,15,12
MS,M,19,R,LE3,A,2,0,services,teacher,course,mother,4,1,4,yes,yes,yes,yes,no,yes,yes,no,3,4,4,1,4,3,22,10,12,13
GP,M,19,R,GT3,T,4,1,teacher,at_home,course,mother,2,4,0,yes,no,yes,no,no,no,yes,no,3,1,5,4,3,4,26,3,2,2
MS,M,21,R,GT3,A,0,1,other,services,course,mother,3,1,1,yes,no,yes,yes,yes,yes,no,yes,1,1,3,1,3,3,8,0,3,4
GP,M,22,R,GT3,T,2,0,at_home,at_home,course,other,3,3,4,no,yes,no,no,yes,no,no,no,4,1,2,2,4,3,21,17,18,16
GP,M,21,R,GT3,A,2,0,other,other,course,mother,1,1,4,yes,yes,yes,yes,no,no,yes,no,4,1,2,3,1,4,6,11,10,13
MS,M,18,R,LE3,T,0,2,services,teacher,reputation,mother,2,2,4,yes,no,no,yes,no,yes,yes,no,2,3,4,5,4,4,10,0,1,0
MS,F,22,R,GT3,T,0,0,services,at_home,other,father,2,3,0,no,no,yes,no,no,no,no,no,5,1,5,5,1,5,20,20,18,16
GP,M,20,R,LE3,A,1,4,services,other,other,other,1,3,2,no,yes,no,yes,no,no,no,no,3,1,5,1,1,5,9,8,7,6
GP,F,18,R,GT3,A,3,2,other,teacher,other,father,2,2,4,no,yes,no,yes,yes,yes,yes,yes,5,2,1,2,1,1,23,9,8,6
MS,F,20,R,GT3,T,4,0,at_home,other,home,father,4,2,1,no,no,no,yes,no,yes,yes,no,4,1,5,5,2,3,9,15,18,16
GP,F,18,U,LE3,A,4,4,other,at_home,home,mother,1,3,4,no,no,no,no,yes,no,no,yes,5,4,1,5,3,2,25,1,4,5
MS,F,21,R,GT3,A,4,3,services,health,home,other,4,2,0,yes,no,no,yes,no,yes,yes,no,3,3,2,3,2,4,6,11,14,16
MS,M,22,U,LE3,A,3,2,teacher,other,reputation,other,3,2,4,no,no,yes,no,no,yes,yes,no,4,5,1,5,4,3,14,20,19,20
MS,F,22,R,GT3,A,2,0,other,health,other,father,3,4,0,no,no,yes,no,no,yes,no,no,2,4,5,5,3,4,29,6,8,10
MS,M,22,R,GT3,T,1,0,at_home,other,home,mother,4,4,1,no,no,no,yes,no,yes,no,no,3,2,4,4,1,4,5,0,2,1
MS,M,15,U,LE3,T,2,2,other,other,other,mother,2,2,2,no,no,yes,yes,no,yes,yes,yes,1,4,5,5,4,3,30,2,5,3
GP,M,16,U,GT3,T,0,0,at_home,other,reputation,mother,1,4,1,no,yes,yes,no,yes,yes,yes,yes,4,1,5,3,4,3,3,15,13,14
MS,M,20,U,GT3,T,2,2,at_home,health,home,father,4,3,4,yes,yes,yes,yes,no,yes,yes,yes,2,1,1,4,4,4,18,14,17,18
MS,M,21,R,LE3,A,1,3,health,at_home,home,father,2,1,3,yes,no,yes,no,no,yes,no,no,3,2,1,4,2,5,22,18,20,20
MS,F,15,R,LE3,A,3,1,services,other,home,other,2,1,1,yes,yes,yes,no,no,no,yes,no,5,3,4,1,4,1,22,5,3,4
MS,F,22,U,LE3,T,1,4,health,other,reputation,mother,4,3,0,yes,yes,yes,yes,no,yes,yes,yes,2,4,2,2,5,4,27,16,14,13
GP,M,19,R,GT3,A,4,2,at_home,at_home,home,mother,4,3,4,yes,no,yes,no,yes,no,no,no,3,2,2,2,5,4,21,3,5,2
GP,M,21,R,LE3,T,3,0,other,teacher,reputation,other,4,1,2,no,yes,no,no,yes,no,no,no,3,5,1,4,1,2,6,5,2,0
MS,M,19,U,GT3,T,4,4,services,other,course,mother,3,1,4,no,no,yes,no,no,yes,yes,yes,5,4,4,1,5,2,17,0,0,0
MS,M,15,R,GT3,A,0,1,services,other,home,father,3,1,4,no,no,yes,no,yes,no,no,no,3,1,1,1,4,4,29,6,9,12
GP,M,17,U,LE3,A,4,0,teacher,health,other,other,2,3,2,no,yes,no,yes,no,yes,no,yes,5,3,5,5,5,3,30,9,10,11
MS,F,22,U,LE3,A,1,4,services,health,home,mother,3,1,3,no,yes,no,no,yes,no,no,yes,3,3,3,2,4,4,3,14,12,9
GP,M,17,U,LE3,T,1,3,health,other,home,father,3,3,1,yes,no,no,no,yes,yes,yes,yes,1,4,5,3,1,2,12,19,17,19
GP,M,15,U,GT3,T,0,0,health,at_home,course,father,4,4,1,no,no,no,no,yes,yes,yes,yes,5,1,2,2,2,1,24,11,14,14
GP,F,16,R,LE3,A,3,4,services,teacher,reputation,mother,4,1,2,no,no,no,no,no,no,no,yes,2,4,1,3,5,2,25,6,3,4
GP,F,18,R,GT3,A,3,0,other,services,home,father,2,1,3,no,no,no,yes,no,no,yes,no,3,4,1,2,5,2,26,17,17,19
GP,M,22,R,GT3,A,1,1,at_home,teacher,reputation,other,1,1,4,no,yes,yes,no,no,no,yes,no,3,1,5,5,5,1,24,10,8,6
GP,M,22,R,LE3,A,1,3,services,health,home,mother,4,3,2,yes,no,no,yes,yes,yes,yes,yes,2,3,3,3,3,2,16,11,14,13
MS,M,15,R,GT3,A,1,4,health,health,course,father,3,4,0,yes,no,yes,no,yes,yes,yes,no,2,1,5,2,2,3,17,15,17,20
MS,M,19,R,GT3,A,3,0,health,at_home,home,mother,4,1,1,no,yes,yes,yes,yes,yes,yes,yes,5,1,4,2,2,3,15,20,20,20
GP,F,20,R,LE3,T,1,2,at_home,teacher,course,other,3,3,0,yes,yes,yes,yes,no,no,no,no,4,2,4,3,1,5,1,12,14,17
MS,F,21,R,GT3,A,4,3,services,services,other,other,4,1,0,yes,yes,yes,yes,yes,yes,no,yes,4,3,5,1,3,5,30,6,3,4
GP,M,17,U,LE3,T,0,3,teacher,teacher,reputation,other,3,2,0,yes,no,yes,no,no,yes,no,no,4,3,4,1,5,5,20,20,17,20
MS,M,21,R,GT3,A,4,4,services,services,course,other,4,3,3,no,no,no,no,no,no,yes,no,3,2,1,2,5,2,29,11,13,13
MS,M,20,U,GT3,T,4,0,other,teacher,course,father,1,1,1,no,no,no,no,no,no,no,no,4,1,3,2,1,1,24,8,9,6
MS,M,15,R,GT3,A,2,4,health,other,course,other,2,2,4,no,yes,yes,no,no,yes,yes,yes,3,2,1,5,5,5,11,8,8,6
GP,F,17,R,LE3,T,0,3,other,health,other,other,3,3,4,yes,no,yes,no,yes,no,no,yes,3,1,5,4,4,3,19,15,16,18
MS,M,15,U,LE3,A,2,0,health,at_home,home,other,3,4,1,no,yes,no,yes,no,yes,no,no,1,3,3,4,4,3,4,5,5,6
MS,M,16,R,LE3,T,2,0,teacher,services,course,other,1,4,2,no,no,no,yes,yes,yes,no,yes,1,1,2,4,4,5,4,8,8,10
GP,M,22,U,LE3,A,2,1,health,at_home,course,mother,4,1,4,yes,yes,yes,yes,yes,yes,yes,yes,5,1,1,4,4,1,8,6,8,11
GP,F,16,U,LE3,T,0,4,teacher,health,course,mother,2,3,4,yes,no,no,no,no,yes,yes,no,2,5,2,5,4,3,19,8,6,9
MS,F,21,U,GT3,T,3,2,at_home,services,reputation,other,4,3,1,yes,no,no,no,no,no,no,no,4,2,5,4,4,2,14,18,20,20
MS,F,16,R,LE3,A,4,0,health,services,course,mother,1,1,4,no,no,no,no,yes,no,no,yes,1,2,5,3,5,1,15,19,19,20
MS,M,20,U,LE3,T,0,4,other,health,other,other,2,2,1,yes,yes,yes,no,no,no,no,yes,3,1,5,1,5,4,5,19,20,20
MS,M,17,U,GT3,A,3,0,health,teacher,reputation,mother,4,1,4,no,yes,yes,yes,no,no,no,yes,2,5,1,4,5,4,17,7,7,9
GP,M,22,R,GT3,A,2,4,other,at_home,home,father,3,1,4,no,yes,no,yes,no,no,no,yes,4,5,2,1,3,2,8,4,7,8
MS,M,22,U,LE3,T,2,1,services,services,other,mother,4,3,0,yes,no,no,no,yes,no,no,yes,1,1,5,2,1,5,26,3,4,1
GP,M,16,R,LE3,A,2,4,other,health,reputation,father,3,4,2,no,yes,yes,no,yes,yes,no,no,2,1,3,3,3,5,24,3,1,2
MS,F,16,U,GT3,A,0,2,at_home,services,reputation,other,1,2,4,yes,no,no,no,no,no,no,yes,5,3,5,3,5,3,17,2,5,3
GP,F,17,R,GT3,A,2,3,at_home,teacher,other,father,1,2,1,no,no,no,no,yes,yes,no,no,5,3,1,2,4,5,7,10,11,10
GP,M,17,R,LE3,A,2,1,other,teacher,home,other,2,2,4,yes,yes,yes,no,no,no,no,no,1,2,3,4,4,2,20,11,13,16
MS,M,17,R,GT3,T,1,1,services,at_home,reputation,father,2,4,2,yes,no,yes,yes,no,yes,yes,yes,2,2,4,2,5,4,3,13,14,12
MS,M,21,R,LE3,A,0,2,other,services,other,other,4,4,3,yes,yes,no,no,no,yes,yes,no,2,5,5,5,3,4,10,19,20,20
MS,M,18,R,GT3,T,3,4,services,services,home,father,1,3,1,no,no,no,no,yes,no,yes,yes,4,4,3,4,4,4,28,17,19,20
MS,M,19,U,GT3,T,3,0,other,teacher,other,mother,4,3,2,no,yes,no,no,yes,yes,yes,no,5,3,5,3,5,5,22,4,7,6
GP,F,17,R,LE3,A,1,0,health,other,other,mother,3,2,1,no,yes,yes,yes,no,yes,no,no,3,3,4,4,1,5,22,0,1,2
MS,M,21,R,LE3,T,0,1,other,other,course,father,3,2,1,yes,no,no,yes,no,no,yes,no,1,5,2,4,2,3,5,20,20,20
MS,F,17,R,LE3,T,4,1,other,other,home,father,3,2,4,yes,no,yes,yes,no,no,no,yes,2,4,4,1,5,2,18,17,18,17
GP,F,19,R,GT3,T,1,1,health,other,home,mother,2,1,0,yes,yes,no,no,yes,yes,no,no,4,1,4,3,2,2,11,5,3,0
MS,F,22,R,GT3,T,4,1,services,teacher,home,other,1,4,4,no,yes,yes,no,yes,no,yes,yes,5,5,3,3,4,1,25,4,6,6
GP,F,21,R,LE3,T,1,0,other,at_home,reputation,other,4,3,3,yes,yes,no,no,no,no,yes,yes,1,3,2,5,4,3,3,9,7,7
GP,M,20,R,GT3,A,1,3,teacher,teacher,course,mother,3,4,3,no,yes,yes,no,no,no,yes,yes,1,3,4,2,3,4,22,1,2,0
MS,F,20,R,LE3,T,0,2,other,at_home,reputation,father,3,3,2,yes,yes,yes,yes,no,no,no,yes,2,5,1,5,5,3,30,19,20,20
MS,M,19,R,LE3,T,1,1,other,teacher,other,mother,1,2,1,yes,yes,yes,yes,yes,yes,yes,yes,3,2,2,3,1,1,29,9,12,12
