school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,16,R,GT3,T,1,0,health,health,other,father,1,4,4,yes,no,yes,no,yes,no,no,no,3,1,2,2,2,5,21,4,3,4
GP,M,17,U,GT3,A,0,1,at_home,other,reputation,father,3,3,1,yes,no,yes,no,no,no,no,no,2,4,5,4,5,1,27,2,2,1
GP,F,21,R,LE3,T,2,4,at_home,at_home,home,father,3,3,4,yes,no,yes,no,no,yes,yes,no,5,1,2,1,3,4,30,3,2,1
MS,F,21,R,LE3,T,1,1,services,other,course,mother,1,2,4,no,no,no,no,yes,no,yes,no,4,5,3,3,1,5,30,7,7,8
MS,M,16,U,LE3,A,1,3,at_home,teacher,reputation,other,4,2,2,no,no,no,yes,yes,yes,no,no,2,2,2,1,1,5,1,11,10,9
GP,F,19,U,GT3,T,1,0,teacher,at_home,reputation,mother,2,4,1,no,no,no,no,yes,yes,yes,no,2,1,1,5,4,1,17,7,9,9
MS,F,21,U,GT3,A,1,3,services,teacher,reputation,other,3,3,2,yes,yes,yes,no,yes,yes,yes,no,5,3,2,2,4,2,6,2,1,1
GP,M,17,U,LE3,A,0,1,other,health,home,other,2,3,1,no,yes,no,no,yes,yes,no,yes,5,1,5,1,4,4,7,8,9,10
MS,M,19,U,LE3,T,0,2,services,services,course,mother,1,4,0,no,no,no,no,yes,yes,no,no,3,5,1,1,3,1,15,14,13,14
MS,F,15,U,GT3,T,0,2,teacher,services,home,other,4,4,0,yes,yes,no,yes,no,no,yes,yes,2,2,5,1,3,5,26,13,14,15
MS,M,18,R,GT3,T,2,3,at_home,health,course,other,2,3,0,yes,yes,yes,no,yes,no,no,no,2,4,4,5,5,5,5,10,9,8
MS,M,15,U,LE3,A,2,4,other,teacher,other,mother,4,1,2,yes,yes,yes,no,no,no,no,yes,1,3,3,5,4,4,10,9,11,12
GP,F,18,R,LE3,T,2,2,at_home,at_home,reputation,father,3,3,0,yes,no,yes,no,no,yes,yes,no,2,2,1,2,2,4,22,16,17,16
GP,F,19,R,GT3,T,1,4,other,other,reputation,mother,4,3,3,yes,yes,yes,no,yes,no,yes,no,4,1,2,2,5,4,23,10,10,9
MS,M,16,R,LE3,A,3,1,teacher,other,home,other,1,4,1,no,no,no,no,no,no,no,no,3,1,1,4,4,5,28,6,5,5
MS,M,18,R,GT3,A,4,0,at_home,teacher,course,mother,3,2,4,no,yes,no,no,no,no,no,yes,4,3,4,5,1,4,15,7,6,6
GP,M,18,U,GT3,T,3,3,at_home,teacher,reputation,father,1,1,3,yes,no,yes,yes,yes,yes,no,no,1,2,2,4,5,5,19,3,5,5
GP,F,18,U,LE3,A,2,1,health,at_home,reputation,father,3,1,2,no,yes,no,yes,yes,yes,yes,yes,3,4,4,1,3,4,25,10,8,9
GP,M,20,R,GT3,A,0,1,teacher,teacher,other,mother,4,3,0,yes,no,no,no,no,no,no,no,1,2,1,5,5,2,29,16,14,15
GP,M,15,R,GT3,T,3,3,teacher,health,reputation,mother,2,1,2,no,no,no,no,no,yes,yes,no,3,3,3,3,5,3,1,5,4,5
MS,M,15,R,GT3,A,4,4,services,health,reputation,other,2,4,3,yes,yes,no,no,yes,yes,yes,yes,4,5,4,2,4,5,0,5,4,3
MS,M,20,U,GT3,T,3,4,teacher,at_home,other,mother,1,3,0,yes,yes,yes,yes,yes,no,no,yes,4,4,5,4,2,1,12,6,8,9
GP,F,18,U,LE3,A,4,1,teacher,teacher,course,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,2,4,1,10,13,15,15
MS,M,17,U,LE3,A,1,1,health,other,home,mother,2,4,4,yes,no,no,no,no,no,no,yes,3,4,4,1,5,4,26,1,1,1
GP,M,20,U,GT3,A,1,3,other,at_home,course,father,4,3,0,no,yes,no,no,no,no,no,no,1,4,1,2,5,5,16,16,15,16
MS,F,21,U,LE3,T,3,0,at_home,services,home,father,1,1,2,yes,no,yes,no,yes,no,no,no,5,5,1,2,1,4,12,8,10,10
GP,F,22,U,LE3,T,2,1,other,services,reputation,father,3,1,3,yes,yes,yes,no,yes,no,yes,yes,4,1,5,4,4,1,11,0,1,1
GP,F,22,R,LE3,A,1,1,at_home,other,course,other,4,4,3,yes,no,no,yes,yes,no,yes,yes,1,5,1,1,4,1,26,4,6,7
MS,F,17,U,GT3,T,1,2,services,other,other,mother,2,2,0,yes,yes,yes,no,no,no,no,no,3,2,5,4,3,5,27,11,11,10
MS,F,21,R,LE3,T,2,0,at_home,services,home,father,2,4,2,yes,no,yes,yes,yes,no,yes,no,4,4,5,5,4,4,17,5,3,4
MS,M,22,U,GT3,A,4,0,services,other,course,other,4,1,2,no,yes,yes,yes,no,no,yes,no,1,3,4,3,3,3,0,14,16,17
MS,F,17,R,GT3,T,2,1,at_home,other,home,mother,1,1,0,no,yes,no,no,no,no,yes,yes,1,2,3,5,4,1,16,12,10,11
MS,F,19,U,LE3,T,1,3,services,health,course,other,4,2,0,no,no,no,yes,no,yes,yes,yes,3,4,3,5,5,3,14,9,7,7
GP,F,22,U,GT3,A,3,1,teacher,services,other,mother,4,2,3,no,yes,no,no,yes,yes,no,no,4,5,5,5,5,4,18,9,10,10
MS,M,19,R,GT3,A,2,0,health,services,home,mother,2,2,3,yes,no,no,yes,no,no,yes,yes,3,4,2,5,5,1,3,3,5,5
MS,M,18,R,GT3,A,0,0,services,at_home,other,mother,2,2,0,no,yes,no,no,no,yes,no,yes,1,4,1,2,2,4,20,8,7,6
GP,M,17,R,LE3,A,1,2,services,at_home,course,father,2,1,0,yes,yes,yes,yes,no,yes,no,yes,4,4,1,3,3,3,19,12,14,14
MS,F,20,R,GT3,A,0,4,teacher,health,reputation,father,2,1,1,no,no,yes,no,no,no,no,yes,5,5,2,5,3,4,28,1,0,0
GP,F,18,U,GT3,T,1,1,health,teacher,reputation,father,4,4,2,yes,no,no,no,yes,no,no,yes,4,2,5,4,4,1,23,4,2,3
MS,M,18,R,GT3,T,0,3,health,other,reputation,mother,3,3,2,no,yes,no,no,yes,yes,yes,no,4,1,1,3,3,2,10,12,14,14
GP,F,17,R,LE3,T,1,4,services,at_home,home,father,2,3,0,yes,no,no,no,no,no,yes,no,4,1,3,1,1,4,15,17,15,15
MS,M,21,R,LE3,A,2,3,other,teacher,course,father,3,4,3,yes,yes,yes,yes,yes,yes,no,no,3,5,4,4,1,1,21,7,6,7
MS,M,19,U,GT3,A,0,3,at_home,teacher,course,mother,1,1,1,yes,yes,yes,yes,yes,yes,no,yes,4,2,5,2,2,3,13,14,12,12
GP,F,15,U,GT3,T,1,3,services,health,course,father,4,1,1,no,no,yes,no,yes,no,no,no,5,4,5,3,4,5,21,6,7,7
MS,M,20,U,GT3,A,1,3,health,other,home,father,1,3,4,no,no,yes,yes,no,yes,no,yes,3,2,1,4,5,5,5,2,2,1
GP,F,16,R,GT3,A,2,2,services,health,home,mother,1,2,3,no,no,no,yes,yes,yes,no,yes,2,3,2,2,1,2,23,5,3,4
GP,F,21,U,GT3,T,4,2,teacher,health,home,other,1,3,1,no,no,no,yes,yes,no,no,no,1,2,2,2,3,3,13,3,5,6
GP,F,18,R,LE3,A,4,2,at_home,teacher,reputation,mother,4,2,3,no,no,yes,yes,no,yes,no,yes,1,1,2,1,2,5,2,8,6,5
GP,F,19,R,LE3,T,4,4,other,teacher,home,other,4,4,2,no,yes,yes,yes,yes,yes,yes,yes,2,2,3,4,5,2,3,10,9,9
MS,M,15,R,LE3,A,0,0,health,other,home,other,1,4,2,yes,no,yes,yes,yes,yes,yes,yes,2,3,3,5,3,4,0,10,10,11
MS,M,20,U,GT3,A,2,1,services,at_home,reputation,mother,1,4,1,yes,no,yes,yes,no,yes,yes,yes,3,4,1,2,5,5,12,6,7,7
MS,F,15,R,GT3,A,4,3,at_home,other,reputation,other,2,2,1,no,yes,yes,no,yes,no,yes,yes,5,4,1,3,1,5,13,7,6,5
MS,F,15,R,GT3,A,2,2,other,other,reputation,other,2,2,3,no,yes,no,yes,yes,no,yes,no,5,3,3,3,3,1,6,9,11,11
GP,F,19,U,LE3,A,3,4,other,health,other,mother,4,2,1,yes,yes,yes,no,yes,no,no,no,3,5,3,4,4,3,16,10,10,9
MS,F,22,U,LE3,T,3,1,teacher,at_home,course,father,2,4,3,no,yes,yes,no,no,no,yes,yes,1,3,3,1,3,4,5,10,10,11
GP,M,16,U,GT3,A,0,0,services,at_home,home,mother,4,1,0,yes,no,yes,no,no,no,no,no,3,3,2,4,5,2,12,12,11,11
MS,F,19,U,LE3,A,2,2,services,services,course,other,4,4,0,yes,yes,yes,yes,yes,no,yes,yes,4,2,2,5,4,5,15,9,7,8
MS,F,21,U,GT3,T,4,2,at_home,teacher,reputation,father,1,1,3,no,yes,yes,yes,yes,no,no,yes,2,3,5,3,5,3,6,8,6,5
MS,F,22,R,GT3,T,2,1,other,services,course,father,4,4,4,no,no,yes,yes,no,no,no,yes,4,3,2,5,1,1,3,6,7,6
MS,M,22,R,GT3,T,1,2,teacher,at_home,reputation,other,2,2,3,no,no,yes,yes,yes,yes,no,yes,4,5,1,2,5,3,20,10,11,11
GP,F,15,R,GT3,A,0,2,health,health,course,other,3,2,4,yes,yes,no,yes,no,no,no,no,5,5,1,2,1,2,13,6,6,7
MS,M,16,U,GT3,T,0,4,at_home,teacher,course,mother,1,4,4,yes,yes,no,yes,yes,no,no,no,3,4,1,1,5,5,7,4,5,5
MS,F,19,R,LE3,A,1,1,at_home,at_home,course,other,4,4,0,yes,no,yes,yes,no,yes,yes,no,1,2,1,5,1,5,5,11,12,13
GP,M,21,R,LE3,T,4,3,services,health,reputation,other,3,4,0,no,no,no,yes,yes,yes,yes,yes,4,1,5,1,4,1,25,10,12,11
MS,M,18,U,LE3,A,0,4,other,health,course,other,3,2,3,no,no,no,no,yes,no,no,yes,4,3,3,3,4,3,14,4,5,5
MS,M,16,U,LE3,A,4,2,at_home,at_home,course,mother,1,2,2,no,yes,yes,yes,yes,no,yes,no,5,2,1,2,2,4,21,6,5,5
MS,F,18,U,LE3,A,2,0,at_home,health,course,mother,4,3,1,yes,no,no,no,no,no,yes,yes,3,5,2,4,5,5,0,5,4,4
MS,F,18,U,GT3,A,1,1,services,health,reputation,other,3,4,1,yes,no,yes,yes,no,yes,yes,no,5,2,1,1,2,2,22,11,9,10
MS,F,18,R,LE3,T,3,0,services,health,reputation,mother,2,1,4,yes,no,no,no,yes,yes,no,no,5,1,3,4,2,4,3,11,11,12
GP,M,21,R,LE3,A,2,2,services,services,course,other,2,1,2,no,yes,no,yes,no,no,yes,no,2,2,4,2,5,4,16,9,11,10
MS,F,18,U,LE3,A,4,4,at_home,other,reputation,other,2,1,2,yes,yes,yes,yes,no,no,no,no,1,1,2,3,1,4,13,10,11,12
GP,M,22,U,GT3,A,3,3,teacher,services,other,mother,2,3,4,yes,yes,yes,no,yes,no,yes,no,4,2,2,1,3,3,18,5,6,6
GP,M,18,R,GT3,A,0,1,other,other,course,father,3,4,2,no,no,yes,yes,no,yes,no,yes,1,1,2,1,1,2,23,10,11,12
MS,F,17,R,GT3,A,1,1,health,health,course,other,4,3,4,yes,yes,no,no,yes,yes,yes,yes,5,1,3,5,5,4,12,0,0,1
GP,M,19,R,GT3,T,3,4,services,other,course,other,3,1,3,no,yes,yes,yes,no,yes,no,no,3,5,1,1,3,3,24,6,6,6
MS,M,19,R,LE3,T,4,3,other,teacher,course,mother,1,3,3,no,no,yes,yes,no,no,no,no,1,5,5,5,5,2,14,4,4,4
GP,M,20,U,LE3,A,1,2,teacher,health,reputation,mother,4,3,3,yes,no,yes,no,yes,no,no,no,5,3,2,1,2,1,21,8,6,5
MS,F,15,U,LE3,A,2,3,other,services,other,father,1,3,4,yes,yes,no,no,no,no,no,no,4,5,1,1,4,1,5,1,1,0
GP,M,20,R,GT3,T,4,0,teacher,services,home,father,2,2,1,no,yes,no,no,yes,yes,yes,no,3,1,1,2,5,3,25,8,10,9
GP,F,16,U,GT3,A,3,0,other,teacher,course,other,1,4,0,no,yes,yes,no,no,yes,no,no,1,5,1,5,2,5,13,16,14,15
MS,M,16,R,LE3,T,2,4,health,other,reputation,other,2,3,0,no,yes,no,yes,yes,yes,yes,yes,1,2,3,5,3,2,30,4,6,6
GP,F,18,R,LE3,A,3,2,other,other,course,father,2,4,2,yes,no,no,yes,yes,yes,no,yes,1,2,1,4,5,3,30,4,4,4
GP,F,16,U,GT3,T,0,4,teacher,teacher,reputation,other,2,2,1,yes,yes,no,no,no,yes,yes,no,2,2,1,3,3,5,13,14,16,15
GP,M,16,R,LE3,A,2,0,services,health,home,mother,2,1,1,no,yes,yes,no,no,yes,yes,no,3,4,1,5,1,5,15,4,2,3
GP,M,21,R,GT3,A,4,2,teacher,at_home,home,other,3,1,3,yes,no,no,no,no,no,yes,no,5,1,4,3,2,5,8,2,1,2
